diag_id,context,curr_audio_id,res_audio_id,curr_text,res_text,curr_emotion,curr_speed,curr_volume,res_emotion,res_speed,res_volume
entertainment_478,"A : Did you see the latest superhero movie? It was absolutely amazing! B : I missed it because I had to work late, really wish I could have gone. A : Don't worry, it's still in theaters. We could go watch it together this weekend.",entertainment_478/c_0.wav,entertainment_478/r_0.wav,B: That sounds like a plan.  ,"  Awesome, it's a date then! I'll look up the showtimes.",neutral,normal,normal,cheerful,normal,normal
book_355,"A : Hey, have you read the new fantasy novel that came out last week? It's absolutely amazing! B : No, I haven't had the chance yet, been dealing with a lot at home recently. A : Oh, I'm sorry to hear that, but whenever you get some time, you should definitely give it a read; it's a good escape!",book_355/c_0.wav,book_355/r_0.wav,"B: I might pick it up this weekend, could use a distraction.  ",  Great! Let me know what you think; I'd love to chat about it with someone!,neutral,normal,normal,cheerful,normal,normal
entertainment_331,"A : I can't believe we got front-row tickets to the concert! B : Yeah, it's going to be epic, I've been pumped about this for weeks! A : Just wait until the band comes on, the crowd will go wild!",entertainment_331/c_1.wav,entertainment_331/r_1.wav,B: I wonder if they'll play our favorite song.  ,"  Oh for sure, they've gotta play it, after all, it's a classic!",unfriendly,normal,normal,friendly,normal,normal
finance_327,"A : So, I just finished that finance course online, and honestly, it was pretty insightful. B : That's great! Learning more about finance is always a smart move. What was your biggest takeaway? A : I suppose it's that small daily expenses really add up, and tracking them can lead to significant savings.",finance_327/c_0.wav,finance_327/r_0.wav,B: Do you think it's something practical that you can apply to your daily life?  ,"  Oh yeah, absolutely. It's just gonna take some getting used to, you know, yelling at my budget sheet every day.",neutral,fast,loud,unfriendly,normal,normal
finance_14,"A : You won’t believe it, but my stocks shot up 20% overnight! B : That’s incredible, A! You must be ecstatic; what’s your secret, man? A : It’s all about patience and a bit of research to find those hidden gems, you know?",finance_14/c_0.wav,finance_14/r_0.wav,B: I should probably reconsider my investment strategy.  ,"  Definitely! I can share some insights from my experience, if you’d like.",neutral,normal,normal,friendly,normal,normal
music_167,"A : I just discovered this amazing new band, and their music is incredible! B : No way! What are they called? I'm always up for checking out new tunes! A : They're called 'The Sonic Waves'. You should definitely give their latest album a listen.",music_167/c_0.wav,music_167/r_0.wav,"B: Sure, I'll add it to my playlist.  ","  Awesome, take your time. I think you're going to love the track 'Ocean of Sound'.",neutral,slow,normal,cheerful,normal,normal
work_49,"A : Hey, did you see the email about the upcoming team-building event? B : Totally! I'm psyched about the obstacle course they're planning! A : It's going to be a blast, I'm really looking forward to spending time with everyone outside the office.",work_49/c_0.wav,work_49/r_0.wav,B: Let's figure out the logistics later today.  ,"  Sounds good, I'll check my schedule and we can sync up after lunch.",neutral,normal,normal,neutral,normal,normal
music_473,A : Can you believe we got front row tickets to the concert?! B : Absolutely epic! I've been waiting to see this band live forever! A : Their last album was on repeat for me the whole month.,music_473/c_0.wav,music_473/r_0.wav,B: I wonder what the setlist will be like tonight.  ,"  Yeah, I hope they play a mix of old and new songs.",neutral,slow,quiet,neutral,normal,normal
work_153,"A : I just got the news that we've secured the contract – huge win for the team! B : That's fantastic! This is exactly the breakthrough we needed, isn’t it? A : Absolutely, it's going to be pretty busy but I'm confident we can handle it.",work_153/c_0.wav,work_153/r_0.wav,"B: So, should we start planning for the project kickoff meeting?  ","  Yeah, let's get a head start on that, we’ll need to map out the whole schedule carefully.",unfriendly,slow,quiet,neutral,normal,normal
food_571,"A : I tried that new Thai place on Main Street, and wow, their Pad Thai is out of this world! B : Oh, that sounds amazing! I've been craving some good Thai food lately. A : You should totally go. The flavors were just exploding in every bite!",food_571/c_2.wav,food_571/r_2.wav,B: Maybe we can go there together sometime this week?  ,  Sounds like a plan! How about we go Wednesday evening? I should be free then!,friendly,normal,normal,cheerful,normal,normal
health_125,"A : I've been hitting the gym every day this week, feeling great! B : That's awesome to hear! Have you tried any new workouts? A : Yes, I started doing HIIT and it's intense but amazing!",health_125/c_0.wav,health_125/r_0.wav,B: I've read mixed reviews about HIIT; what's your take on it?  ,"  Honestly, it's been great for me, though I guess it's not for everyone.",neutral,slow,quiet,neutral,slow,quiet
shopping_410,"A : I finally found the perfect jacket for our trip to the mountains! B : Oh, that's wonderful! Where did you manage to find it? A : There was a huge sale at our favorite outdoor store, and I got there just in time!",shopping_410/c_0.wav,shopping_410/r_0.wav,B: Do you think they might still have some in stock?  ,"  Well, it was pretty busy, but you might get lucky if you go first thing tomorrow!",neutral,normal,normal,cheerful,normal,normal
beauty_421,"A : I finally tried that new facial treatment yesterday, and my skin is glowing! B : No way, that's awesome! I've been wanting to check that place out too! A : You should definitely go, they had such a friendly staff and the ambiance was so relaxing.",beauty_421/c_0.wav,beauty_421/r_0.wav,B: I wonder if they have any weekend appointments available.  ,"  Well, they do get booked pretty quickly, but I can give you their number to check.",neutral,slow,normal,neutral,slow,normal
finance_69,"A : I just got my tax refund, and it's way more than I expected! B : That's amazing, we should totally celebrate this weekend! A : But I'm kinda stressing about investing it wisely, you know?",finance_69/c_2.wav,finance_69/r_2.wav,B: I think you should definitely take your time deciding where to invest.  ,"  Thanks! I appreciate the support, it's just overwhelming with all the options out there.",friendly,slow,quiet,friendly,normal,normal
technology_147,"A : I just got that new smart home system installed, it's pretty awesome! B : Oh wow, that's super cool! Can it do things like control the temperature and lights? A : Yeah, it can even create shopping lists and play music throughout the house.",technology_147/c_1.wav,technology_147/r_1.wav,B: It seems like technology is making life more convenient every day.  ,  It sure is! It's all about the smart choices we make to improve our daily routines.,friendly,normal,normal,cheerful,normal,normal
shopping_185,"A : I can't wait to hit the sales today; I've saved up just for this! B : I heard they've got some great deals on electronics, you might find something you like! A : Oh no, I forgot my wallet at home, can you believe it?",shopping_185/c_2.wav,shopping_185/r_2.wav,"B: That's quite unfortunate, but maybe you could go back and get it?  ","  You know, that's a good idea, I might miss some deals, but it's better than nothing, thanks!",friendly,slow,quiet,friendly,slow,quiet
technology_462,"A : I just read about that new phone release, it's packed with some incredible features! B : Right?! The camera upgrade alone is mind-blowing, I cannot wait to get my hands on it! A : It's also supposed to be super user-friendly, so even our parents could use it without any hassle.",technology_462/c_2.wav,technology_462/r_2.wav,"B: Yeah, the battery life is a huge improvement from the previous model.  ",  That's fantastic news! Being able to go all day without a charge will be so convenient.,friendly,fast,normal,cheerful,normal,normal
beauty_107,"A : I've finally found the perfect skincare routine, It's totally transformed my skin! B : That's fantastic! You've got to dish the details. What products are you using? A : Well, I start with a gentle cleanser, then a hydrating toner, follow up with a vitamin C serum, and seal it with a good moisturizer!",beauty_107/c_2.wav,beauty_107/r_2.wav,"B: So, has anyone else noticed the change in your skin?  ",  Yes! My friends and coworkers have been complimenting me all week! It feels great!,friendly,fast,loud,cheerful,fast,loud
travel_245,"A : I just booked us a weekend trip to the mountains! B : Oh my gosh, that's amazing! I've been wanting to hike and breathe some fresh air! A : It'll be a great break from the city, and I even got a cozy cabin by the lake.",travel_245/c_2.wav,travel_245/r_2.wav,B: What should we pack for this adventure?  ,"  Think comfort and fun - so cozy sweaters, a good book, and don't forget a camera to capture the memories.",friendly,normal,quiet,friendly,normal,normal
health_542,"A : I've finally started that new workout regimen, feeling great! B : Oh that's fantastic! Exercise always pumps up the endorphins! A : But I'm not sure if I'm seeing any results yet, it's a bit discouraging...",health_542/c_0.wav,health_542/r_0.wav,B: You need to give it some time; changes won't happen overnight.  ,"  Yeah, patience isn't exactly my strong suit, but I'll stick with it.",neutral,normal,normal,neutral,normal,normal
